Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Cars,Garage Area,SalePrice
6911,BrkSide,5,5,1924,1950,TA,1145,1301,0,1301,1,2,5,2,440,100000
6120,BrkSide,5,6,1936,1950,TA,927,1067,472,1539,1,3,5,2,576,141500
6120,BrkSide,4,7,1935,1995,TA,884,989,584,1573,1,3,6,1,240,133000
6120,BrkSide,2,3,1936,1950,TA,264,800,0,800,1,1,4,0,0,60000
6120,BrkSide,5,7,1931,1993,TA,715,875,0,875,1,2,5,1,180,105000
6120,BrkSide,5,6,1925,1999,TA,960,995,0,995,1,2,5,1,264,115000
6120,BrkSide,5,6,1938,1950,TA,952,994,588,1582,2,3,6,1,250,150000
8635,BrkSide,5,5,1925,1950,TA,1072,1072,0,1072,1,2,5,5,1184,126500
11888,BrkSide,6,6,1916,1994,TA,844,1445,689,2134,2,5,10,2,441,214500
11414,BrkSide,7,8,1910,1993,Gd,728,1136,883,2019,1,3,8,2,532,167500
8094,OldTown,6,6,1915,1950,TA,1048,1048,720,1768,2,3,8,2,576,155000
2500,OldTown,7,8,1915,2005,TA,910,916,910,1826,1,4,7,1,164,155000
9928,OldTown,7,8,1915,1994,TA,672,1272,672,1944,2,3,8,1,216,179900
5520,OldTown,6,6,1912,1950,TA,755,929,929,2229,1,5,8,0,0,104000
3000,OldTown,5,1,1922,1950,TA,1040,1088,1040,2128,2,4,11,0,0,62500
6876,IDOTRR,6,5,1927,1950,TA,720,1146,784,1930,2,4,8,1,316,149000
6240,IDOTRR,4,5,1925,1950,TA,780,848,0,1208,1,2,5,2,539,103000
5775,OldTown,6,7,1915,2002,TA,483,741,686,1427,1,3,7,1,379,123000
5852,OldTown,7,5,1902,2000,TA,1020,978,886,1864,2,6,9,0,0,97500
5160,IDOTRR,6,6,1927,1950,TA,1204,1204,462,1666,1,3,4,1,384,135000
5160,IDOTRR,4,6,1923,1950,Gd,858,892,0,892,1,1,5,0,0,70000
10320,IDOTRR,6,7,1915,1965,TA,698,754,649,1403,1,3,7,1,308,116000
4280,Sawyer,4,9,1946,2001,Fa,560,704,0,704,1,2,4,1,220,88750
10800,Edwards,5,5,1987,1988,Gd,1200,1200,0,1200,3,3,5,0,0,179000
10800,Edwards,5,5,1987,1988,Gd,1200,1200,0,1200,3,3,5,0,0,179000
10547,Edwards,5,5,1978,1978,Gd,1152,1152,0,1152,2,2,6,1,252,159900
10020,Edwards,1,1,1922,1950,Fa,683,904,0,904,0,1,4,0,0,61000
6629,Edwards,6,6,1925,1950,TA,672,697,672,1369,2,3,6,1,300,103600
9780,Edwards,5,3,1934,1950,TA,585,687,425,1112,2,4,6,1,226,63000
12886,Sawyer,5,6,1963,1999,Gd,520,1464,0,1464,2,3,6,2,480,175000
8816,Sawyer,5,6,1963,1963,TA,1121,1121,0,1121,1,3,5,2,480,139000
11184,Sawyer,6,5,1978,1978,TA,918,918,765,1683,2,3,7,2,440,172500
11625,Sawyer,5,6,1967,1967,TA,1052,1052,0,1052,1,3,6,1,668,113500
7800,Sawyer,5,7,1967,2004,TA,864,899,0,899,1,3,5,1,288,130000
8014,Sawyer,6,5,1978,1978,Gd,456,1034,0,1034,1,3,5,2,504,149900
7252,Sawyer,5,5,1982,1982,Gd,858,858,0,858,1,2,5,2,576,134900
8740,Sawyer,5,6,1982,1982,TA,840,860,0,860,1,2,4,2,528,137000
11616,Sawyer,5,5,1962,1962,TA,1092,1092,0,1092,1,3,6,1,288,139000
15400,Sawyer,5,5,1961,1961,TA,552,904,611,1774,2,4,8,1,384,165000
15312,Sawyer,6,5,1960,1960,TA,1138,1138,0,1138,1,3,6,2,480,148000
15584,ClearCr,5,5,1956,1956,TA,825,2071,0,2071,1,4,9,1,336,165000
9000,Sawyer,2,2,1947,1950,NA,0,660,0,660,1,2,5,0,0,63900
11250,ClearCr,4,5,1957,1989,TA,1104,1104,684,1788,1,5,8,1,304,161500
25095,ClearCr,5,8,1968,2003,TA,1437,1473,0,1473,1,1,5,1,452,143000
17140,Edwards,4,6,1956,1956,TA,1134,1229,0,1229,1,3,6,1,284,135000
12342,Edwards,4,5,1940,1950,TA,861,861,0,861,1,1,4,2,539,82500
10708,ClearCr,5,5,1955,1993,TA,1617,1867,0,1867,1,2,7,1,303,190000
13680,Edwards,3,5,1955,1955,NA,0,1733,0,1733,2,4,8,2,452,139600
15635,Edwards,4,5,1954,1954,NA,0,1383,0,1383,1,2,6,2,498,122000
9855,Edwards,6,5,1956,1956,TA,1436,1689,0,1689,1,3,7,2,480,127500
9571,Edwards,5,5,1956,1956,TA,1073,1073,0,1073,1,2,5,1,340,121500
9571,Edwards,5,3,1958,1958,TA,1276,1276,0,1276,1,3,5,1,350,60000
9350,Edwards,6,7,1946,1950,TA,747,892,747,1639,1,3,6,1,240,154400
9340,Edwards,4,6,1941,1950,TA,672,672,0,672,1,2,4,1,234,113000
7440,Edwards,5,6,1954,1954,Gd,1089,1089,0,1089,1,3,5,1,252,125000
11500,Edwards,4,3,1957,1957,NA,0,845,0,845,1,3,5,1,290,84000
4235,Edwards,5,5,1984,1984,Gd,1049,1049,0,1049,2,2,5,1,266,139500
11409,Edwards,5,4,1949,2008,TA,768,1148,568,1716,1,3,8,1,281,131000
9060,Edwards,6,5,1939,1950,TA,560,698,560,1258,1,2,6,1,280,105000
9084,Edwards,4,5,1940,1950,TA,755,755,755,1510,1,4,7,1,296,108000
10778,SawyerW,7,6,1990,1991,Gd,1054,1061,0,1061,1,1,4,2,462,162000
19255,SawyerW,6,5,1983,1983,Gd,520,1338,0,1338,1,2,5,2,576,156500
12327,SawyerW,8,8,1983,2009,Gd,1496,1496,636,2132,1,1,5,2,612,316600
14684,SawyerW,7,7,1990,1991,Gd,2158,2196,0,2196,2,3,7,3,701,271900
9317,SawyerW,7,5,1993,1993,Gd,740,1006,769,1775,2,3,7,2,425,213000
10560,SawyerW,7,5,1993,1994,Gd,1079,1079,800,1879,2,3,8,2,473,239900
9828,SawyerW,8,5,1995,1995,Gd,1128,1142,878,2020,2,3,8,2,466,239500
26400,SawyerW,5,7,1880,2007,NA,0,1288,728,2016,1,4,7,2,576,131000
7018,SawyerW,5,5,1979,1979,NA,0,1535,0,1535,2,4,8,2,410,118964
7018,SawyerW,5,5,1979,1979,Gd,1086,1224,0,1224,0,2,6,2,528,153337
7018,SawyerW,5,5,1979,1979,NA,0,1114,1114,2228,2,6,8,2,720,147983
7018,SawyerW,5,5,1979,1979,NA,0,1535,0,1535,2,4,8,2,400,118858
7018,SawyerW,5,5,1979,1979,NA,0,1535,0,1535,2,4,8,2,400,118858
7018,SawyerW,5,5,1979,1979,NA,0,1120,1120,2240,2,6,12,2,528,142953
7040,SawyerW,5,5,1979,1979,Gd,1094,1229,0,1229,0,2,6,2,672,148325
7007,SawyerW,5,5,1979,1979,NA,0,1513,0,1513,2,4,8,2,400,113722
11855,SawyerW,7,5,2000,2000,Ex,1168,1168,1619,2787,4,6,8,4,820,269500
7939,SawyerW,7,5,2000,2000,Ex,1168,1168,1619,2787,4,6,8,4,820,269500
7976,SawyerW,7,5,2000,2000,Ex,1168,1168,1619,2787,4,6,8,4,820,269500
10933,CollgCr,9,5,2009,2009,Ex,1555,1680,0,1680,1,1,8,3,1138,323262
10637,CollgCr,8,5,2007,2008,Ex,1705,1718,0,1718,2,3,7,3,826,297000
10226,CollgCr,8,5,2008,2008,Ex,1622,1630,0,1630,2,3,8,3,860,295493
10816,CollgCr,9,5,2008,2008,Ex,1720,1720,0,1720,2,3,8,3,846,332000
9178,CollgCr,8,5,2008,2008,Gd,1468,1468,0,1468,2,3,6,3,904,239900
10769,CollgCr,8,5,2007,2007,Gd,866,866,902,1768,2,3,7,2,578,212000
11422,CollgCr,8,5,2007,2008,Ex,1838,1838,0,1838,2,3,7,2,524,272500
11923,CollgCr,9,5,2007,2007,Ex,1800,1800,0,1800,2,2,7,2,702,239000
8814,CollgCr,7,5,2006,2006,Gd,1604,1604,0,1604,2,3,8,2,660,220000
6762,CollgCr,7,5,2007,2007,Gd,1282,1290,0,1290,2,2,6,2,662,200000
10324,CollgCr,8,5,2008,2008,Gd,1254,1254,0,1254,2,2,5,3,810,221800
7314,CollgCr,7,5,2007,2007,Gd,1232,1232,0,1232,2,2,6,2,632,194500
11645,CollgCr,8,5,2005,2006,Ex,1498,1498,0,1498,2,3,7,3,844,237000
11646,CollgCr,6,5,2005,2006,Gd,704,704,718,1422,2,3,7,2,440,173000
12800,SawyerW,7,5,1989,1989,Gd,1518,1644,0,1644,2,2,5,2,569,275000
16698,ClearCr,7,5,1992,1993,Gd,1449,944,815,1759,2,3,7,2,525,233500
28698,ClearCr,5,5,1967,1967,TA,1013,1160,966,2126,2,3,7,2,538,185000
12464,CollgCr,5,5,1996,1996,Gd,1040,1040,0,1040,1,3,6,2,576,152000
9757,CollgCr,5,7,1994,1994,TA,990,990,0,990,1,3,5,1,440,143000
15426,CollgCr,6,5,1997,1997,Gd,928,928,836,1764,2,3,7,2,470,231500
10667,CollgCr,7,6,1996,1996,Gd,799,827,834,1661,2,3,6,2,550,212000
14753,CollgCr,7,5,1998,1998,Gd,1463,1463,0,1463,2,3,5,2,539,207000
10859,CollgCr,5,5,1994,1995,Gd,1097,1097,0,1097,1,3,6,2,672,145000
8072,CollgCr,5,5,1994,1995,Gd,990,990,0,990,1,3,5,2,480,138000
10400,CollgCr,7,5,1998,1998,Gd,866,866,913,1779,2,3,6,2,546,197900
10335,CollgCr,7,5,1999,1999,Gd,1490,1501,0,1501,2,3,6,2,577,204000
9017,CollgCr,7,5,1999,1999,Gd,1431,1431,0,1431,2,3,6,2,666,192000
8750,CollgCr,6,5,1998,1998,Gd,928,928,844,1772,2,3,7,2,492,200000
8935,CollgCr,7,5,2002,2002,Gd,831,831,829,1660,2,3,7,2,493,195000
9808,CollgCr,7,5,2002,2002,Gd,1573,1573,0,1573,2,3,6,2,544,227000
12420,CollgCr,7,5,2001,2001,Gd,944,944,896,1840,2,3,6,2,622,230000
16285,CollgCr,7,5,2001,2002,Gd,1413,1430,0,1430,2,3,6,2,605,187100
10739,CollgCr,7,5,2002,2001,Gd,1431,1444,0,1444,2,3,6,2,577,203000
11166,CollgCr,7,5,2001,2001,Gd,1492,1492,0,1492,2,3,6,2,608,201000
8430,CollgCr,5,5,1978,1978,Gd,1040,1040,0,1040,2,3,5,0,0,124000
16269,CollgCr,5,5,1978,1978,Gd,907,907,0,907,1,3,5,1,343,140000
6950,CollgCr,5,7,1979,1979,TA,914,914,0,914,1,2,5,2,444,134900
8800,CollgCr,5,7,1977,2008,Gd,1040,1040,0,1040,2,3,5,2,484,150500
7000,CollgCr,5,8,1978,2005,TA,864,864,0,864,1,3,6,1,336,136500
9286,CollgCr,5,7,1977,1989,Gd,1268,1268,0,1268,1,3,5,1,252,143500
15523,CollgCr,5,6,1972,1972,TA,864,864,0,864,1,3,5,1,338,133500
7200,CollgCr,5,5,1972,1972,TA,894,894,0,894,1,2,6,2,600,123000
7200,CollgCr,5,8,1972,2003,Gd,768,768,0,768,1,2,5,1,396,133900
8445,CollgCr,5,7,1972,2007,Gd,768,768,0,768,1,2,5,2,396,133000
11664,CollgCr,7,5,2002,2002,Gd,1569,1611,0,1611,2,3,6,3,1231,250000
12334,CollgCr,8,5,2003,2003,Gd,1068,1068,1116,2184,2,4,8,2,570,254750
11838,CollgCr,8,5,2001,2001,Gd,1753,1788,0,1788,2,3,7,2,522,236500
11885,CollgCr,8,5,2001,2001,Gd,1299,1299,573,1872,2,3,7,2,531,261500
11050,CollgCr,9,5,2000,2000,Ex,1440,1476,677,2153,2,3,8,3,736,313000
8749,CollgCr,7,5,2002,2002,Gd,840,840,885,1725,2,3,6,2,550,198500
11250,CollgCr,7,5,2001,2001,Gd,944,944,926,1870,2,3,6,2,608,211000
15750,CollgCr,8,5,1999,2000,Gd,1462,1513,0,1513,2,2,5,2,521,220000
11883,CollgCr,7,5,1996,1996,Gd,1504,1504,0,1504,2,3,6,2,478,203000
12782,CollgCr,8,5,2002,2003,Ex,1822,1828,0,1828,2,3,7,2,523,279500
8750,CollgCr,7,5,1997,1998,Gd,1417,1417,0,1417,2,3,7,2,511,210000
9375,CollgCr,7,5,1997,1998,Gd,1057,1057,977,2034,2,3,8,2,645,219500
8750,CollgCr,7,5,1996,1996,Gd,880,909,807,1716,2,2,7,2,512,191000
9100,CollgCr,7,5,2001,2001,Gd,1212,1212,0,1212,2,3,6,2,573,178000
9750,CollgCr,7,5,2000,2001,Gd,1630,1630,0,1630,2,3,6,2,451,213000
4435,CollgCr,6,5,2003,2004,Gd,848,848,0,848,1,1,4,2,420,144000
4435,CollgCr,6,5,2003,2003,Gd,848,848,0,848,1,1,4,2,420,140000
10200,CollgCr,8,5,2007,2007,Gd,1578,1602,0,1602,2,3,7,3,810,293200
9313,CollgCr,7,5,2004,2004,Gd,864,864,864,1728,2,3,7,2,572,190000
8487,CollgCr,7,5,2004,2004,Gd,1500,1500,0,1500,2,3,6,2,570,190000
8633,CollgCr,6,5,2005,2005,Gd,738,738,738,1476,2,3,7,2,540,173500
11069,CollgCr,6,5,2007,2007,Gd,608,608,788,1396,2,3,6,2,440,170000
8777,Edwards,4,5,1949,2003,NA,0,1126,0,1126,2,2,5,2,520,108000
9937,Edwards,5,7,1964,1999,TA,1486,1486,0,1486,1,3,7,2,480,167000
8877,Edwards,4,6,1938,1958,TA,816,816,0,816,1,2,3,1,288,100000
7301,Edwards,7,5,2003,2003,NA,0,495,1427,1922,3,4,7,2,672,198500
7950,Edwards,6,6,1977,1977,TA,690,698,728,1426,1,3,6,2,440,159500
10682,Edwards,4,6,1960,1971,TA,1014,1149,0,1149,1,3,7,1,544,127000
7200,Edwards,6,6,1976,1976,TA,1041,1125,0,1125,1,3,6,1,352,125000
13286,Edwards,9,5,2007,2008,Ex,1698,1698,0,1698,2,3,8,3,768,320000
3675,Edwards,6,5,2005,2006,Gd,547,1072,0,1072,1,2,5,2,525,145500
9405,Edwards,5,9,1947,2008,TA,698,698,0,698,1,2,4,0,0,118000
6410,Edwards,4,5,1959,1959,TA,876,876,0,876,1,3,5,1,320,85000
11767,Edwards,5,5,1950,1950,Fa,1078,1368,0,1368,1,3,6,1,195,120000
8405,Edwards,4,3,1945,1950,NA,0,1088,441,1529,2,4,9,1,240,98000
4060,Edwards,5,8,1922,1950,Fa,864,864,0,864,1,2,4,0,0,99900
10206,Edwards,3,3,1952,1952,NA,0,944,0,944,1,2,4,2,528,82000
10926,Edwards,5,5,1959,1959,TA,1678,1678,0,1678,2,6,10,0,0,119900
11767,Edwards,5,5,1956,1956,TA,1150,1560,0,1560,1,2,7,1,313,103500
8926,Edwards,4,3,1956,1956,TA,672,960,0,960,1,3,5,1,288,112000
12354,Edwards,6,8,1920,2000,TA,684,684,512,1196,1,3,7,2,528,110000
8212,Edwards,5,6,1941,1950,TA,720,854,444,1298,1,3,6,1,256,122000
10998,Edwards,5,5,1941,1960,TA,984,984,620,1604,2,3,6,2,660,117000
6300,SWISU,5,4,1938,1950,TA,832,832,436,1268,1,3,7,1,250,160000
4500,SWISU,5,5,1932,2000,TA,793,848,672,1520,1,3,6,1,281,159434
8400,SWISU,2,5,1920,1950,TA,290,438,0,438,1,1,3,1,246,60000
9900,SWISU,6,7,1940,1950,TA,778,944,545,1489,2,3,7,1,240,139500
15863,SWISU,7,3,1920,1970,TA,824,1687,998,3082,2,5,12,2,672,197000
5707,SWISU,6,6,1935,1950,TA,583,647,595,1242,1,3,6,1,180,105000
7804,SWISU,4,3,1928,1950,TA,1122,1328,653,1981,2,4,7,2,576,135000
8574,Crawfor,6,8,1916,2000,TA,816,1232,0,1232,1,3,6,2,440,147500
6171,SWISU,6,6,1925,1990,TA,976,1160,448,1608,2,3,7,1,216,137450
7200,SWISU,7,9,1936,2007,Gd,560,575,560,1135,1,3,6,2,576,155000
7558,Crawfor,6,6,1928,1950,TA,896,1172,741,1913,1,3,9,2,342,177000
6292,SWISU,7,7,1928,1950,TA,861,877,600,1477,2,3,6,1,216,145000
7155,Crawfor,7,8,1918,1990,TA,600,628,600,1228,1,3,6,1,215,137000
10918,Crawfor,7,9,1926,2004,Gd,1276,1276,804,2080,1,3,9,1,282,234000
13680,Crawfor,5,6,1940,1950,TA,840,840,727,1567,1,2,6,2,440,205000
7500,Crawfor,6,7,1942,1950,TA,771,753,741,1494,1,3,7,1,213,177500
9600,Crawfor,5,7,1940,1950,TA,728,976,332,1308,1,2,7,1,256,160000
14680,Crawfor,5,4,1960,1960,TA,1273,1273,0,1273,1,2,5,1,307,155000
13360,Crawfor,5,7,1921,2006,Gd,876,964,0,964,1,2,5,2,432,163500
7681,Crawfor,5,6,1921,1950,TA,731,820,523,1343,1,3,7,1,186,154900
8145,Crawfor,7,6,1940,1950,TA,920,1240,1240,2480,2,5,13,2,400,205000
9100,Crawfor,5,6,1954,1954,TA,1112,1112,0,1112,1,2,6,1,390,144800
12000,Crawfor,7,7,1941,1950,TA,704,860,704,1564,1,3,7,1,234,174500
13339,Crawfor,6,6,1960,1960,TA,1561,1561,0,1561,2,3,6,2,463,193000
15600,Crawfor,5,7,1949,2005,TA,1067,986,537,1523,2,3,7,1,295,158000
14000,Crawfor,6,8,1950,2004,TA,1092,1152,0,1152,1,3,6,1,300,158500
17500,Crawfor,6,5,1954,1954,TA,1310,1906,0,1906,1,3,6,2,576,224000
1733,Blueste,6,6,1980,1980,TA,516,516,516,1032,1,2,5,2,452,115000
1488,Blueste,6,6,1980,1992,Gd,561,561,668,1229,1,2,5,2,462,137000
1612,Blueste,6,6,1980,1980,Gd,561,561,668,1229,1,2,5,2,462,121000
1300,Blueste,6,6,1980,1980,Gd,561,561,668,1229,1,2,5,2,462,124000
13607,Crawfor,6,6,1986,1986,TA,572,1182,800,1982,2,3,6,2,501,208000
17597,Crawfor,7,9,1971,2009,Gd,1803,2365,0,2365,2,3,7,2,551,315000
21695,Crawfor,6,9,1988,2007,Gd,880,1680,0,1680,2,3,5,2,540,222000
10690,IDOTRR,5,7,1920,1997,TA,672,672,672,1344,1,3,6,1,468,147000
8660,IDOTRR,5,6,1900,1993,TA,760,928,928,2168,2,5,11,2,576,123000
6402,IDOTRR,5,5,1920,1950,TA,596,596,596,1192,1,3,6,1,189,78000
8470,IDOTRR,3,2,1915,1982,TA,1013,1013,0,1526,1,2,6,0,0,85000
10200,IDOTRR,4,6,1925,1950,TA,572,572,0,572,1,2,4,1,200,75000
3843,Crawfor,8,5,2007,2008,Ex,1596,1648,0,1648,2,2,5,2,482,230000
21780,IDOTRR,2,4,1910,1950,NA,0,810,0,810,1,1,4,1,280,57625
10125,Mitchel,8,5,2000,2001,Gd,1107,1040,1012,2052,2,3,7,3,642,251000
12822,Mitchel,7,5,2003,2003,Ex,1434,1518,631,2149,1,1,6,2,670,239686
12118,Mitchel,7,5,2004,2005,Ex,1710,1710,0,1710,2,3,7,2,550,240000
12209,Mitchel,6,5,2001,2002,Ex,804,804,1157,1961,2,3,7,2,560,215000
9750,Mitchel,6,6,1977,1977,TA,902,926,0,926,1,2,5,1,351,156450
9360,Mitchel,6,7,1977,1977,Gd,957,1287,0,1287,1,2,5,2,541,173000
10125,Mitchel,5,5,1977,1977,NA,0,1302,432,1734,2,4,8,2,539,126000
9947,Mitchel,7,5,1990,1991,Gd,1188,1217,0,1217,2,3,6,2,497,173000
11070,Mitchel,5,5,1991,1991,Gd,1582,1595,0,1595,2,2,5,2,672,152000
14375,Timber,6,6,1958,1958,TA,819,1344,0,1344,1,3,7,2,525,137500
215245,Timber,7,5,1965,1965,Gd,2136,2036,0,2036,2,3,8,2,513,375000
12898,Timber,9,5,2007,2008,Ex,1620,1620,0,1620,2,2,6,3,912,315500
13159,Timber,7,5,2009,2009,Ex,846,846,846,1692,2,3,6,2,650,224500
13438,Timber,9,5,2008,2008,Ex,2190,2036,0,2036,2,3,9,3,780,410000
14463,Timber,9,5,2008,2008,Ex,1641,1641,0,1641,2,3,7,3,885,316500
8925,Timber,8,5,2007,2007,Gd,1466,1466,0,1466,2,3,7,3,610,201000
11457,Timber,6,5,1988,1988,Gd,1392,1412,0,1412,2,3,6,2,576,175000
9839,Timber,6,8,1980,2006,Gd,712,1375,862,2237,2,3,7,2,440,204000
14419,Timber,7,5,1987,1989,Gd,1645,1479,0,1479,2,3,7,2,578,213500
6853,Timber,8,5,2001,2002,Ex,1267,1296,0,1296,2,2,6,2,471,220000
9157,Timber,7,5,2003,2003,Gd,912,1072,942,2014,2,3,9,2,486,170000
14601,Timber,9,5,2006,2006,Ex,1838,1838,0,1838,2,2,8,3,765,315000
12633,Timber,9,5,2007,2007,Ex,1978,1978,0,1978,2,2,7,3,920,425000
12518,Mitchel,5,7,1968,1968,TA,1008,1008,0,1008,1,3,6,1,384,139500
21750,Mitchel,5,4,1960,2006,NA,0,1771,0,1771,1,3,9,2,336,115000
4500,Mitchel,6,5,1998,1998,Ex,1204,1204,0,1204,2,2,5,2,412,162000
4500,Mitchel,6,5,1999,1999,Ex,1224,1224,0,1224,2,2,5,2,402,165000
1596,MeadowV,4,5,1973,1973,Gd,462,526,462,988,1,2,5,1,297,91000
9858,Mitchel,5,6,1968,1968,TA,864,874,0,874,1,3,5,1,288,130000
1526,MeadowV,4,8,1970,2002,Gd,630,630,0,630,1,1,3,1,286,86000
13383,Mitchel,5,5,1969,2000,TA,1188,1404,0,1404,2,3,7,2,504,160000
1477,MeadowV,4,4,1970,1970,Gd,630,630,0,630,1,1,3,1,286,80000
1533,MeadowV,4,6,1970,2008,TA,546,798,546,1344,1,3,6,0,0,97000
2217,MeadowV,4,4,1970,1970,TA,546,546,546,1092,1,3,6,1,286,88000
7689,Mitchel,5,8,1972,1972,Gd,796,796,0,796,1,2,4,1,336,131900
7706,Mitchel,6,5,1993,1996,Gd,384,1091,0,1091,1,2,5,1,429,131250
9101,Mitchel,5,6,1978,1978,Gd,1097,1110,0,1110,1,1,4,2,602,165500
8780,Mitchel,5,5,1985,1985,TA,833,833,0,833,1,3,5,0,0,112000
7669,Mitchel,5,6,1992,1993,Gd,828,883,0,883,1,2,5,2,698,149000
14115,Mitchel,5,5,1993,1995,Gd,796,796,566,1362,1,1,5,2,480,143000
10429,Mitchel,5,5,1992,1992,Gd,624,624,663,1287,1,3,6,2,440,130000
9819,Mitchel,6,5,1977,1977,TA,1567,1567,0,1567,2,2,5,2,714,196000
10457,Mitchel,5,7,1969,1969,TA,784,784,848,1632,1,4,7,2,898,173000
11029,NAmes,6,8,1958,2002,Gd,1184,1414,0,1414,1,3,6,2,601,176500
12925,NAmes,6,7,1970,1970,TA,1205,2117,0,2117,2,4,7,2,550,237500
11075,NAmes,6,5,1969,1969,Fa,952,1092,1020,2112,2,4,9,2,576,206900
8702,Gilbert,6,5,1997,1998,TA,926,926,678,1604,2,3,7,2,470,187500
8139,Gilbert,6,5,1995,1996,Gd,680,680,790,1470,2,3,7,2,420,165000
9535,Gilbert,6,5,1998,1998,Gd,926,926,678,1604,2,3,7,2,472,195500
9042,Gilbert,6,5,1998,1998,Gd,943,943,695,1638,2,3,7,2,472,192000
15038,Gilbert,6,5,1996,1996,Gd,916,916,720,1636,2,3,7,2,386,173000
14137,Gilbert,5,5,1996,1997,Gd,1348,1384,0,1384,2,3,7,2,404,177900
21872,Gilbert,7,5,1996,1997,Gd,729,729,717,1446,2,3,6,2,406,175000
4923,StoneBr,8,5,2001,2002,Ex,1593,1593,0,1593,1,0,5,2,682,286000
6264,StoneBr,8,5,1997,1997,Ex,1664,1682,0,1682,1,1,6,2,528,247900
5395,StoneBr,8,5,1993,1993,Gd,1337,1337,0,1337,2,2,5,2,462,180000
5070,StoneBr,8,5,1992,1992,Gd,1280,1280,0,1280,2,2,5,2,506,180000
10839,Gilbert,6,5,1997,1998,Gd,926,926,678,1604,2,3,7,2,470,181000
11184,Gilbert,6,5,1998,1998,Gd,932,932,701,1633,2,3,7,2,460,183000
8000,Gilbert,6,5,1995,1996,Gd,773,773,885,1658,2,3,8,2,431,188000
10832,Gilbert,7,5,1994,1996,Gd,712,1086,809,1895,2,3,7,2,409,194500
14067,Gilbert,6,5,1991,1991,Gd,836,851,858,1709,2,3,7,2,416,185000
4671,StoneBr,8,5,1988,1989,Gd,1228,1228,0,1228,2,2,5,2,472,189000
5950,StoneBr,8,5,1989,1989,Gd,1337,1337,0,1337,2,2,5,2,462,188500
13543,StoneBr,8,5,2005,2005,Ex,1168,1168,1332,2500,3,5,9,3,683,355000
11198,StoneBr,9,5,2005,2007,Gd,1122,1134,1370,2504,2,4,11,3,656,325000
15401,StoneBr,9,5,2004,2004,Ex,1884,1884,0,1884,2,2,7,3,670,387000
31220,Gilbert,6,2,1952,1952,TA,1632,1474,0,1474,1,3,7,2,495,115000
8118,StoneBr,9,5,2007,2007,Ex,1710,1710,0,1710,2,2,6,2,557,334000
47280,Gilbert,6,5,1950,1950,TA,1488,1488,0,1488,2,3,6,2,738,133000
20544,NWAmes,7,6,1986,1991,Gd,791,1236,857,2093,2,3,7,2,542,215000
12680,NWAmes,7,6,1988,1988,Gd,1675,1688,0,1688,2,2,6,2,528,226500
12090,NWAmes,6,6,1981,1981,Gd,1422,1422,0,1422,2,3,7,2,576,175500
10825,NWAmes,7,7,1983,1983,Gd,1260,1260,0,1260,2,3,6,2,598,181900
18559,NWAmes,7,5,1978,1978,Gd,2048,2064,0,2064,2,3,7,2,550,235000
14450,NWAmes,7,5,1979,1979,Gd,1782,1782,0,1782,2,3,6,2,551,220000
12227,NWAmes,6,7,1977,1995,Gd,1330,1542,1330,2872,2,4,11,2,619,272000
13068,NWAmes,6,5,1976,1976,Gd,1211,1211,0,1211,2,3,6,2,461,161000
15611,NWAmes,5,6,1977,1977,Gd,1126,1126,0,1126,2,3,6,2,540,175000
10400,NWAmes,7,6,1980,1988,Gd,738,1277,767,2044,2,3,7,2,489,185000
9743,NWAmes,5,6,1969,1969,TA,720,720,588,1308,1,3,7,2,484,146900
12511,NWAmes,7,7,1978,1978,Gd,1420,1420,1420,2840,2,4,8,4,1314,292500
11361,NWAmes,6,5,1976,1976,Gd,1193,1523,0,1523,2,3,7,2,478,180000
10400,NWAmes,6,5,1976,1976,TA,1444,1444,0,1444,2,2,5,2,473,159900
10480,NWAmes,7,6,1976,1976,TA,803,1098,866,1964,2,4,8,2,483,205000
10000,NWAmes,5,6,1973,2000,Gd,1176,1178,0,1178,1,3,5,2,439,157000
14311,NWAmes,8,5,1996,1996,Gd,1236,1236,1104,2340,2,4,9,3,787,306000
9000,NAmes,5,5,1974,1974,Gd,896,896,896,1792,2,4,8,2,480,133000
9750,NAmes,6,8,1969,1969,Gd,1054,1054,0,1054,1,3,6,2,460,151000
10295,NAmes,4,6,1969,1969,Gd,936,936,0,936,1,2,4,1,288,111900
7560,NAmes,5,5,1971,1971,Gd,864,864,0,864,1,3,5,2,576,123000
12735,NAmes,4,5,1972,1972,TA,864,864,0,864,1,3,5,2,576,111250
4060,NAmes,6,5,1998,1999,Gd,1405,1337,0,1337,2,2,5,2,511,181000
1680,BrDale,6,5,1973,1973,TA,483,483,504,987,1,2,5,1,264,103400
1680,BrDale,6,5,1973,1973,TA,483,483,504,987,1,2,5,1,264,100000
1890,BrDale,6,6,1972,1972,TA,483,483,504,987,1,2,5,1,352,100500
1869,BrDale,6,6,1970,1970,TA,483,483,504,987,1,2,5,1,280,106000
1680,BrDale,6,5,1971,1971,TA,483,483,504,987,1,2,4,1,264,85400
1680,BrDale,6,3,1971,1971,TA,483,483,504,987,1,2,5,1,264,89500
